"","HUC8","YEAR","LAT","LONG","PRECIP_MM","TEMP_C","AREA_KM2","SLOPE_DEGREES","ELEVATION_FT","ET_MM","SOIL_A_PERCENT","SOIL_B_PERCENT","SOIL_C_PERCENT","SOIL_D_PERCENT","SOIL_A_D_PERCENT","SOIL_B_D_PERCENT","SOIL_C_D_PERCENT","LC_UNCLASSIFIED_PERCENT","LC_OPEN_WATER_PERCENT","LC_DEVELOPED_OPEN_SPACE_PERCENT","LC_DEVELOPED_LOW_INTENSITY_PERCENT","LC_DEVELOPED_MEDIUM_INTENSITY_PERCENT","LC_DEVELOPED_HIGH_INTENSITY_PERCENT","LC_BARREN_LAND_PERCENT","LC_DECIDUOUS_FOREST_PERCENT","LC_EVERGREEN_FOREST_PERCENT","LC_MIXED_FOREST_PERCENT","LC_SHRUB_PERCENT","LC_HERBACEOUS_PERCENT","LC_HAY_PASTURE_PERCENT","LC_CULTIVATED_CROPS_PERCENT","LC_WOODY_WETLANDS_PERCENT","LC_EMERGENT_HERBACEOUS_WETLANDS_PERCENT","KARST_PERCENT","IGNEOUS_INTRUSIVE_PERCENT","SEDIMENTARY_CLASTIC_PERCENT","METAMORPHIC_AND_SEDIMENTARY_UNDIFFERENTIATED_PERCENT","IGNEOUS_AND_SEDIMENTARY_UNDIFFERENTIATED_PERCENT","METAMORPHIC_SCHIST_PERCENT","SEDIMENTARY_UNDIFFERENTIATED_PERCENT","IGNEOUS_VOLCANIC_PERCENT","METAMORPHIC_UNDIFFERENTIATED_PERCENT","UNCONSOLIDATED_UNDIFFERENTIATED_PERCENT","IGNEOUS_UNDIFFERENTIATED_PERCENT","METAMORPHIC_GNEISS_PERCENT","METAMORPHIC_VOLCANIC_PERCENT","METAMORPHIC_SEDIMENTARY_CLASTIC_PERCENT","ASPECT_FLAT_PERCENT","ASPECT_NORTH_PERCENT","ASPECT_SOUTH_PERCENT","predictedBFI","fall","spr","summ","wint","Recharge","Province"
"11",14070006,2001,36.7839578947368,-111.1261,174.98,12.57,3696.5388,8.2498,5397.97627294279,185.39,0.5557,0.2312,0.0189,0.1539,0,0,0,0,0.0071,0.0052,0.0012,0.001,0,0.0046,0,0.0068,0,0.9691,0.003,0,0,0.0016,3e-04,0.2869,0,0.9681,0,0,0,0,0,0,0.0124,0,0,0,0,0.0074,0.6191,0.3729,0.575008093239934,7.08,12.13,19.66,16.85,0,"COLORADO PLATEAUS"
"12",14070006,2002,36.7839578947368,-111.1261,118.41,12.49,3696.5388,8.2498,5397.97627294279,156.52,0.5557,0.2312,0.0189,0.1539,0,0,0,0,0.0071,0.0052,0.0012,0.001,0,0.0046,0,0.0068,0,0.9691,0.003,0,0,0.0016,3e-04,0.2869,0,0.9681,0,0,0,0,0,0,0.0124,0,0,0,0,0.0074,0.6191,0.3729,0.57764736831945,27.07,1.25,5.2,5.38,0,"COLORADO PLATEAUS"
"13",14070006,2003,36.7839578947368,-111.1261,135.67,13.03,3696.5388,8.2498,5397.97627294279,175.36,0.5557,0.2312,0.0189,0.1539,0,0,0,0,0.0071,0.0052,0.0012,0.001,0,0.0046,0,0.0068,0,0.9691,0.003,0,0,0.0016,3e-04,0.2869,0,0.9681,0,0,0,0,0,0,0.0124,0,0,0,0,0.0074,0.6191,0.3729,0.569475436076161,15.01,6.58,9.98,14.79,0,"COLORADO PLATEAUS"
"14",14070006,2004,36.7839578947368,-111.1261,279.11,12,3696.5388,8.2498,5397.97627294279,271,0.5557,0.2312,0.0189,0.1539,0,0,0,0,0.0071,0.0052,0.0012,0.001,0,0.0046,0,0.0068,0,0.9691,0.003,0,0,0.0016,3e-04,0.2869,0,0.9681,0,0,0,0,0,0,0.0124,0,0,0,0,0.0074,0.6191,0.3729,0.497724139914519,48.32,8.26,17.35,14.86,4.03654277470675,"COLORADO PLATEAUS"
"15",14070006,2005,36.7839578947368,-111.1261,261.75,12.26,3696.5388,8.2498,5397.97627294279,210.7,0.5557,0.2312,0.0189,0.1539,0,0,0,0,0.0071,0.0052,0.0012,0.001,0,0.0046,0,0.0068,0,0.9691,0.003,0,0,0.0016,3e-04,0.2869,0,0.9681,0,0,0,0,0,0,0.0124,0,0,0,0,0.0074,0.6191,0.3729,0.456841284432468,12.68,17.9,19.76,44.2,23.3217475702775,"COLORADO PLATEAUS"
"16",14070006,2006,36.7839578947368,-111.1261,222.74,12.29,3696.5388,8.2498,5397.97627294279,158.98,0.5557,0.2312,0.0189,0.1539,0,0,0,0,0.0071,0.0052,0.0012,0.001,0,0.0046,0,0.0068,0,0.9691,0.003,0,0,0.0016,3e-04,0.2869,0,0.9681,0,0,0,0,0,0,0.0124,0,0,0,0,0.0074,0.6191,0.3729,0.598878428705488,36.38,14.31,16.63,3.23,38.1844886142619,"COLORADO PLATEAUS"
"17",14070006,2007,36.7839578947368,-111.1261,177.39,12.82,3696.5388,8.2498,5397.97627294279,152.79,0.5557,0.2312,0.0189,0.1539,0,0,0,0,0.0071,0.0052,0.0012,0.001,0,0.0046,0,0.0068,0,0.9691,0.003,0,0,0.0016,3e-04,0.2869,0,0.9681,0,0,0,0,0,0,0.0124,0,0,0,0,0.0074,0.6191,0.3729,0.570049142832767,7.81,13.39,20.58,9.02,14.0232089136861,"COLORADO PLATEAUS"
"18",14070006,2008,36.7839578947368,-111.1261,185.78,12.01,3696.5388,8.2498,5397.97627294279,174.4,0.5557,0.2312,0.0189,0.1539,0,0,0,0,0.0071,0.0052,0.0012,0.001,0,0.0046,0,0.0068,0,0.9691,0.003,0,0,0.0016,3e-04,0.2869,0,0.9681,0,0,0,0,0,0,0.0124,0,0,0,0,0.0074,0.6191,0.3729,0.602928984518306,11.24,4.47,16.94,31.73,6.86133184381831,"COLORADO PLATEAUS"
"19",14070006,2009,36.7839578947368,-111.1261,126.21,12.19,3696.5388,8.2498,5397.97627294279,116.31,0.5557,0.2312,0.0189,0.1539,0,0,0,0,0.0071,0.0052,0.0012,0.001,0,0.0046,0,0.0068,0,0.9691,0.003,0,0,0.0016,3e-04,0.2869,0,0.9681,0,0,0,0,0,0,0.0124,0,0,0,0,0.0074,0.6191,0.3729,0.579684988187278,4.21,14.42,6.89,15.12,5.73888138305404,"COLORADO PLATEAUS"
"20",14070006,2010,36.7839578947368,-111.1261,270.32,11.79,3696.5388,8.2498,5397.97627294279,265,0.5557,0.2312,0.0189,0.1539,0,0,0,0,0.0071,0.0052,0.0012,0.001,0,0.0046,0,0.0068,0,0.9691,0.003,0,0,0.0016,3e-04,0.2869,0,0.9681,0,0,0,0,0,0,0.0124,0,0,0,0,0.0074,0.6191,0.3729,0.447558891004703,22.28,9.82,18.39,42.29,2.38101330014502,"COLORADO PLATEAUS"
"21",14070006,2011,36.7839578947368,-111.1261,179.24,11.67,3696.5388,8.2498,5397.97627294279,177.07,0.5557,0.2312,0.0189,0.1539,0,0,0,0,0.0071,0.0052,0.0012,0.001,0,0.0046,0,0.0068,0,0.9691,0.003,0,0,0.0016,3e-04,0.2869,0,0.9681,0,0,0,0,0,0,0.0124,0,0,0,0,0.0074,0.6191,0.3729,0.60397669566415,21.6,9.67,15.5,15.96,1.31062942959121,"COLORADO PLATEAUS"
"22",14070006,2012,36.7839578947368,-111.1261,149.61,13.22,3696.5388,8.2498,5397.97627294279,168.85,0.5557,0.2312,0.0189,0.1539,0,0,0,0,0.0071,0.0052,0.0012,0.001,0,0.0046,0,0.0068,0,0.9691,0.003,0,0,0.0016,3e-04,0.2869,0,0.9681,0,0,0,0,0,0,0.0124,0,0,0,0,0.0074,0.6191,0.3729,0.585567872027826,8.57,5.86,21.92,12.24,0,"COLORADO PLATEAUS"
"23",14070006,2013,36.7839578947368,-111.1261,248.14,11.83,3696.5388,8.2498,5397.97627294279,219.77,0.5557,0.2312,0.0189,0.1539,0,0,0,0,0.0071,0.0052,0.0012,0.001,0,0.0046,0,0.0068,0,0.9691,0.003,0,0,0.0016,3e-04,0.2869,0,0.9681,0,0,0,0,0,0,0.0124,0,0,0,0,0.0074,0.6191,0.3729,0.493498796710593,34.4,5.7,30.69,15.54,14.0005608626795,"COLORADO PLATEAUS"
"24",14070006,2014,36.7839578947368,-111.1261,115.33,13.04,3696.5388,8.2498,5397.97627294279,199.31,0.5557,0.2312,0.0189,0.1539,0,0,0,0,0.0071,0.0052,0.0012,0.001,0,0.0046,0,0.0068,0,0.9691,0.003,0,0,0.0016,3e-04,0.2869,0,0.9681,0,0,0,0,0,0,0.0124,0,0,0,0,0.0074,0.6191,0.3729,0.535841533161574,10.24,6.12,15.01,5.11,0,"COLORADO PLATEAUS"
"25",14070006,2015,36.7839578947368,-111.1261,307.39,12.53,3696.5388,8.2498,5397.97627294279,283.72,0.5557,0.2312,0.0189,0.1539,0,0,0,0,0.0071,0.0052,0.0012,0.001,0,0.0046,0,0.0068,0,0.9691,0.003,0,0,0.0016,3e-04,0.2869,0,0.9681,0,0,0,0,0,0,0.0124,0,0,0,0,0.0074,0.6191,0.3729,0.446911205049348,28.78,17.98,32.72,25.86,10.578388223518,"COLORADO PLATEAUS"
"26",14070006,2016,36.7839578947368,-111.1261,212.36,12.72,3696.5388,8.2498,5397.97627294279,192.46,0.5557,0.2312,0.0189,0.1539,0,0,0,0,0.0071,0.0052,0.0012,0.001,0,0.0046,0,0.0068,0,0.9691,0.003,0,0,0.0016,3e-04,0.2869,0,0.9681,0,0,0,0,0,0,0.0124,0,0,0,0,0.0074,0.6191,0.3729,0.461833769472561,20.63,12.49,18.36,13.98,9.19049201250396,"COLORADO PLATEAUS"
"27",14070006,2017,36.7839578947368,-111.1261,177.86,13.31,3696.5388,8.2498,5397.97627294279,142.53,0.5557,0.2312,0.0189,0.1539,0,0,0,0,0.0071,0.0052,0.0012,0.001,0,0.0046,0,0.0068,0,0.9691,0.003,0,0,0.0016,3e-04,0.2869,0,0.9681,0,0,0,0,0,0,0.0124,0,0,0,0,0.0074,0.6191,0.3729,0.577721617670485,5.2,14.65,17.6,29.55,20.4109047522983,"COLORADO PLATEAUS"
"28",14070006,2018,36.7839578947368,-111.1261,173.08,13.05,3696.5388,8.2498,5397.97627294279,189.31,0.5557,0.2312,0.0189,0.1539,0,0,0,0,0.0071,0.0052,0.0012,0.001,0,0.0046,0,0.0068,0,0.9691,0.003,0,0,0.0016,3e-04,0.2869,0,0.9681,0,0,0,0,0,0,0.0124,0,0,0,0,0.0074,0.6191,0.3729,0.533464091090219,21.28,9.13,17.84,6.78,0,"COLORADO PLATEAUS"
"29",14070006,2019,36.7839578947368,-111.1261,221,11.58,3696.5388,8.2498,5397.97627294279,194.38,0.5557,0.2312,0.0189,0.1539,0,0,0,0,0.0071,0.0052,0.0012,0.001,0,0.0046,0,0.0068,0,0.9691,0.003,0,0,0.0016,3e-04,0.2869,0,0.9681,0,0,0,0,0,0,0.0124,0,0,0,0,0.0074,0.6191,0.3729,0.513514537404493,12.24,23.64,5.87,25.04,13.6697569857076,"COLORADO PLATEAUS"
"30",14070006,2020,36.7839578947368,-111.1261,77.99,13.19,3696.5388,8.2498,5397.97627294279,97.8,0.5557,0.2312,0.0189,0.1539,0,0,0,0,0.0071,0.0052,0.0012,0.001,0,0.0046,0,0.0068,0,0.9691,0.003,0,0,0.0016,3e-04,0.2869,0,0.9681,0,0,0,0,0,0,0.0124,0,0,0,0,0.0074,0.6191,0.3729,0.600372636001023,1.78,11.31,5.67,14.29,0,"COLORADO PLATEAUS"
"31",14070007,1991,36.9021684210526,-111.887989473684,246.66,11.23,989.5712,6.3037,5723.80747392193,255.38,0.2013,0.0367,0.0097,1.1976,0,0,0,0,0,1e-04,0,0,0,0.0053,0,0.0638,0,0.9295,5e-04,0,0,7e-04,1e-04,0.2287,0,0.8778,0,0,0,0.1043,0,0,0.0177,0,0,0,0,9e-04,0.7016,0.2965,0.50308117309445,24.38,24.69,16.57,14.62,0,"COLORADO PLATEAUS"
"32",14070007,1992,36.9021684210526,-111.887989473684,407.32,11.47,989.5712,6.3037,5723.80747392193,327.89,0.2013,0.0367,0.0097,1.1976,0,0,0,0,0,1e-04,0,0,0,0.0053,0,0.0638,0,0.9295,5e-04,0,0,7e-04,1e-04,0.2287,0,0.8778,0,0,0,0.1043,0,0,0.0177,0,0,0,0,9e-04,0.7016,0.2965,0.431157892223405,23.48,45.13,31.06,31.11,34.2468713793051,"COLORADO PLATEAUS"
"33",14070007,1993,36.9021684210526,-111.887989473684,413.31,11.47,989.5712,6.3037,5723.80747392193,269.42,0.2013,0.0367,0.0097,1.1976,0,0,0,0,0,1e-04,0,0,0,0.0053,0,0.0638,0,0.9295,5e-04,0,0,7e-04,1e-04,0.2287,0,0.8778,0,0,0,0.1043,0,0,0.0177,0,0,0,0,9e-04,0.7016,0.2965,0.404633862526796,23.19,15.02,21.52,87.49,58.2227664789806,"COLORADO PLATEAUS"
"34",14070007,1994,36.9021684210526,-111.887989473684,257.99,12.05,989.5712,6.3037,5723.80747392193,260.42,0.2013,0.0367,0.0097,1.1976,0,0,0,0,0,1e-04,0,0,0,0.0053,0,0.0638,0,0.9295,5e-04,0,0,7e-04,1e-04,0.2287,0,0.8778,0,0,0,0.1043,0,0,0.0177,0,0,0,0,9e-04,0.7016,0.2965,0.447622381794227,25.35,18.21,14.82,21.5,0,"COLORADO PLATEAUS"
"35",14070007,1995,36.9021684210526,-111.887989473684,327.77,12.37,989.5712,6.3037,5723.80747392193,327.04,0.2013,0.0367,0.0097,1.1976,0,0,0,0,0,1e-04,0,0,0,0.0053,0,0.0638,0,0.9295,5e-04,0,0,7e-04,1e-04,0.2287,0,0.8778,0,0,0,0.1043,0,0,0.0177,0,0,0,0,9e-04,0.7016,0.2965,0.455716224940502,9.53,45.51,14.92,43.46,0.332672844206549,"COLORADO PLATEAUS"
"36",14070007,1996,36.9021684210526,-111.887989473684,228.7,12.84,989.5712,6.3037,5723.80747392193,242.97,0.2013,0.0367,0.0097,1.1976,0,0,0,0,0,1e-04,0,0,0,0.0053,0,0.0638,0,0.9295,5e-04,0,0,7e-04,1e-04,0.2287,0,0.8778,0,0,0,0.1043,0,0,0.0177,0,0,0,0,9e-04,0.7016,0.2965,0.497331127492092,27.4,8.41,10.36,26.99,0,"COLORADO PLATEAUS"
"37",14070007,1997,36.9021684210526,-111.887989473684,345.76,11.9,989.5712,6.3037,5723.80747392193,352.29,0.2013,0.0367,0.0097,1.1976,0,0,0,0,0,1e-04,0,0,0,0.0053,0,0.0638,0,0.9295,5e-04,0,0,7e-04,1e-04,0.2287,0,0.8778,0,0,0,0.1043,0,0,0.0177,0,0,0,0,9e-04,0.7016,0.2965,0.465057543372901,45.12,16.8,24.75,32.63,0,"COLORADO PLATEAUS"
"38",14070007,1998,36.9021684210526,-111.887989473684,399.63,11.3,989.5712,6.3037,5723.80747392193,407.04,0.2013,0.0367,0.0097,1.1976,0,0,0,0,0,1e-04,0,0,0,0.0053,0,0.0638,0,0.9295,5e-04,0,0,7e-04,1e-04,0.2287,0,0.8778,0,0,0,0.1043,0,0,0.0177,0,0,0,0,9e-04,0.7016,0.2965,0.434786920289292,61.37,27.1,15.49,30.49,0,"COLORADO PLATEAUS"
"39",14070007,1999,36.9021684210526,-111.887989473684,214.76,12.32,989.5712,6.3037,5723.80747392193,269.97,0.2013,0.0367,0.0097,1.1976,0,0,0,0,0,1e-04,0,0,0,0.0053,0,0.0638,0,0.9295,5e-04,0,0,7e-04,1e-04,0.2287,0,0.8778,0,0,0,0.1043,0,0,0.0177,0,0,0,0,9e-04,0.7016,0.2965,0.417787273773107,8.72,16.67,37.65,10.46,0,"COLORADO PLATEAUS"
"40",14070007,2000,36.9021684210526,-111.887989473684,294.34,12.88,989.5712,6.3037,5723.80747392193,258.23,0.2013,0.0367,0.0097,1.1976,0,0,0,0,0,1e-04,0,0,0,0.0053,0,0.0638,0,0.9295,5e-04,0,0,7e-04,1e-04,0.2287,0,0.8778,0,0,0,0.1043,0,0,0.0177,0,0,0,0,9e-04,0.7016,0.2965,0.378346398110608,39.11,15.51,21.17,20.95,13.6620884357741,"COLORADO PLATEAUS"
"41",14070007,2001,36.9021684210526,-111.887989473684,250.67,12.57,989.5712,6.3037,5723.80747392193,252.88,0.2013,0.0367,0.0097,1.1976,0,0,0,0,0,1e-04,0,0,0,0.0053,0,0.0638,0,0.9295,5e-04,0,0,7e-04,1e-04,0.2287,0,0.8778,0,0,0,0.1043,0,0,0.0177,0,0,0,0,9e-04,0.7016,0.2965,0.439713561930047,10.53,21.42,22.59,26.25,0,"COLORADO PLATEAUS"
"42",14070007,2002,36.9021684210526,-111.887989473684,159.88,12.49,989.5712,6.3037,5723.80747392193,218.85,0.2013,0.0367,0.0097,1.1976,0,0,0,0,0,1e-04,0,0,0,0.0053,0,0.0638,0,0.9295,5e-04,0,0,7e-04,1e-04,0.2287,0,0.8778,0,0,0,0.1043,0,0,0.0177,0,0,0,0,9e-04,0.7016,0.2965,0.574978334333493,33.97,4.86,5.35,7.53,0,"COLORADO PLATEAUS"
"43",14070007,2003,36.9021684210526,-111.887989473684,211.35,13.03,989.5712,6.3037,5723.80747392193,244.63,0.2013,0.0367,0.0097,1.1976,0,0,0,0,0,1e-04,0,0,0,0.0053,0,0.0638,0,0.9295,5e-04,0,0,7e-04,1e-04,0.2287,0,0.8778,0,0,0,0.1043,0,0,0.0177,0,0,0,0,9e-04,0.7016,0.2965,0.472877217709754,16.65,13.98,12.21,26.71,0,"COLORADO PLATEAUS"
"44",14070007,2004,36.9021684210526,-111.887989473684,414.44,12,989.5712,6.3037,5723.80747392193,351.29,0.2013,0.0367,0.0097,1.1976,0,0,0,0,0,1e-04,0,0,0,0.0053,0,0.0638,0,0.9295,5e-04,0,0,7e-04,1e-04,0.2287,0,0.8778,0,0,0,0.1043,0,0,0.0177,0,0,0,0,9e-04,0.7016,0.2965,0.523638833967865,67.58,10.71,26.49,29.35,33.0677923650707,"COLORADO PLATEAUS"
"45",14070007,2005,36.9021684210526,-111.887989473684,374.64,12.26,989.5712,6.3037,5723.80747392193,294.01,0.2013,0.0367,0.0097,1.1976,0,0,0,0,0,1e-04,0,0,0,0.0053,0,0.0638,0,0.9295,5e-04,0,0,7e-04,1e-04,0.2287,0,0.8778,0,0,0,0.1043,0,0,0.0177,0,0,0,0,9e-04,0.7016,0.2965,0.405931100614086,14.85,26.55,23.64,69.21,32.7302246425137,"COLORADO PLATEAUS"
"46",14070007,2006,36.9021684210526,-111.887989473684,295.34,12.29,989.5712,6.3037,5723.80747392193,212.05,0.2013,0.0367,0.0097,1.1976,0,0,0,0,0,1e-04,0,0,0,0.0053,0,0.0638,0,0.9295,5e-04,0,0,7e-04,1e-04,0.2287,0,0.8778,0,0,0,0.1043,0,0,0.0177,0,0,0,0,9e-04,0.7016,0.2965,0.358407659585518,36.16,27.44,23.11,8.09,29.8517739668778,"COLORADO PLATEAUS"
"47",14070007,2007,36.9021684210526,-111.887989473684,214.05,12.82,989.5712,6.3037,5723.80747392193,205.33,0.2013,0.0367,0.0097,1.1976,0,0,0,0,0,1e-04,0,0,0,0.0053,0,0.0638,0,0.9295,5e-04,0,0,7e-04,1e-04,0.2287,0,0.8778,0,0,0,0.1043,0,0,0.0177,0,0,0,0,9e-04,0.7016,0.2965,0.433911863334904,12.93,13.44,21.55,10.98,3.78371144828036,"COLORADO PLATEAUS"
"48",14070007,2008,36.9021684210526,-111.887989473684,261.23,12.01,989.5712,6.3037,5723.80747392193,221.66,0.2013,0.0367,0.0097,1.1976,0,0,0,0,0,1e-04,0,0,0,0.0053,0,0.0638,0,0.9295,5e-04,0,0,7e-04,1e-04,0.2287,0,0.8778,0,0,0,0.1043,0,0,0.0177,0,0,0,0,9e-04,0.7016,0.2965,0.493882767942342,18.25,4.55,17.91,50.58,19.5429411274785,"COLORADO PLATEAUS"
"49",14070007,2009,36.9021684210526,-111.887989473684,186.1,12.19,989.5712,6.3037,5723.80747392193,164.91,0.2013,0.0367,0.0097,1.1976,0,0,0,0,0,1e-04,0,0,0,0.0053,0,0.0638,0,0.9295,5e-04,0,0,7e-04,1e-04,0.2287,0,0.8778,0,0,0,0.1043,0,0,0.0177,0,0,0,0,9e-04,0.7016,0.2965,0.662945170323163,8.58,15.61,11.24,26.81,14.0478081591478,"COLORADO PLATEAUS"
"50",14070007,2010,36.9021684210526,-111.887989473684,410.33,11.79,989.5712,6.3037,5723.80747392193,333.27,0.2013,0.0367,0.0097,1.1976,0,0,0,0,0,1e-04,0,0,0,0.0053,0,0.0638,0,0.9295,5e-04,0,0,7e-04,1e-04,0.2287,0,0.8778,0,0,0,0.1043,0,0,0.0177,0,0,0,0,9e-04,0.7016,0.2965,0.463263706668846,37.43,13.65,22.28,54.61,35.6991012359012,"COLORADO PLATEAUS"
